"termid","lab_year","n_record","n_patient","distancetoroot","label"
"HP:0010701",2014,64347,6798,4,"Abnormal immunoglobulin level"
"HP:0000848",2014,33,27,4,"Increased circulating renin level"
"HP:0001911",2014,819431,93307,4,"Abnormal granulocyte morphology"
"HP:0100509",2014,2,2,4,"Abnormality of vitamin C metabolism"
"HP:0100511",2014,80473,38267,4,"Abnormality of vitamin D metabolism"
"HP:0012085",2014,31559,23122,4,"Pyuria"
"HP:0000077",2014,24272,17366,4,"Abnormality of the kidney"
"HP:0012211",2014,24272,17366,4,"Abnormal renal physiology"
"HP:0032368",2014,106038,11460,4,"Acidemia"
"HP:0032369",2014,109596,12530,4,"Alkalemia"
"HP:0012592",2014,11570,5448,4,"Albuminuria"
"HP:0012200",2014,273761,25617,4,"Abnormality of prothrombin"
"HP:0010996",2014,166,68,4,"Abnormal circulating monocarboxylic acid cocentration"
"HP:0004340",2014,3505,1963,4,"Abnormality of vitamin B metabolism"
"HP:0012615",2014,741,672,4,"Cylindruria"
"HP:0030269",2014,144,56,4,"Increased serum insulin-like growth factor 1"
"HP:0011747",2014,132,69,4,"Abnormality of the anterior pituitary"
"HP:0011877",2014,26876,7320,4,"Increased mean platelet volume"
"HP:0031901",2014,72,42,4,"Increased serum mast cell beta-tryptase concentration"
"HP:0003077",2014,1400,1070,4,"Hyperlipidemia"
"HP:0410283",2014,67,24,4,"Positive blood acetaminophen test"
"HP:0030339",2014,108,61,4,"Decreased circulating gonadotropin level"
"HP:0031213",2014,74,48,4,"Elevated circulating 17-hydroxyprogesterone"
"HP:0040215",2014,78,39,4,"Abnormal circulating insulin level"
"HP:0011935",2014,4,3,4,"Decreased urinary urate"
"HP:0045012",2014,7,7,4,"Decreased urinary catecholamine concentration"
"HP:0012072",2014,9,9,4,"Aciduria"
"HP:0001945",2014,1,1,4,"Fever"
"HP:0012116",2014,371574,25418,4,"Abnormal albumin level"
"HP:0010929",2014,780804,77111,4,"Abnormal blood cation concentration"
"HP:0012144",2014,315782,52711,4,"Abnormality monocyte morphology"
"HP:0032065",2014,163761,25598,4,"Abnormal serum bicarbonate concentration"
"HP:0410042",2014,227579,28294,4,"Abnormal liver morphology"
"HP:0020063",2014,23355,10203,4,"Increased hemoglobin concentration"
"HP:0025066",2014,102676,18157,4,"Decreased mean corpuscular volume"
"HP:0002717",2014,176,107,4,"Adrenal overactivity"
"HP:0000790",2014,22650,16981,4,"Hematuria"
"HP:0025483",2014,15,11,4,"Abnormal circulating thyroglobulin level"
"HP:0010989",2014,2630,1109,4,"Abnormality of the intrinsic pathway"
"HP:0011280",2014,114,77,4,"Abnormality of urine calcium concentration"
"HP:0031138",2014,13521,7278,4,"Abnormal B-type natriuretic peptide level"
"HP:0030348",2014,50,25,4,"Increased circulating androgen level"
"HP:0003282",2014,5551,2062,4,"Low alkaline phosphatase"
"HP:0001974",2014,428953,73414,4,"Leukocytosis"
"HP:0410282",2014,6697,1475,4,"Abnormal circulating amylase level"
"HP:0031097",2014,15834,10827,4,"Abnormal thyroid-stimulating hormone level"
"HP:0000093",2014,10572,3295,4,"Proteinuria"
"HP:0012443",2014,15966,10888,4,"Abnormality of brain morphology"
"HP:0003154",2014,613,220,4,"Increased circulating ACTH level"
"HP:0030353",2014,116,59,4,"Decreased serum insulin-like growth factor 1"
"HP:0003351",2014,38,31,4,"Decreased circulating renin level"
"HP:0001896",2014,1838,447,4,"Reticulocytopenia"
"HP:0031970",2014,357931,50099,4,"Abnormal blood urea nitrogen concentration"
"HP:0031429",2014,14,14,4,"Decreased circulating osteocalcin level"
"HP:0025548",2014,262702,34773,4,"Increased mean corpuscular hemoglobin concentration"
"HP:0001900",2014,1788,494,4,"Increased hemoglobin"
"HP:0001899",2014,19290,8083,4,"Increased hematocrit"
"HP:0012603",2014,426,360,4,"Abnormal urine sodium concentration"
"HP:0004359",2014,166,52,4,"Abnormal circulating fatty-acid concentration"
"HP:0025109",2014,25,17,4,"Reduced red cell pyruvate kinase level"
"HP:0032025",2014,73,34,4,"Reduced serum alpha-1-antitrypsin"
"HP:0012598",2014,32,16,4,"Abnormal urine potassium concentration"
"HP:0012611",2014,13,11,4,"Increased urinary urate"
"HP:0031103",2014,14,8,4,"Decreased antimullerian hormone level"
"HP:0031102",2014,10,8,4,"Increased antimullerian hormone level"
"HP:0031031",2014,6,2,4,"Abnormal retinol-binding protein level"
"HP:0002920",2014,1,1,4,"Decreased circulating ACTH level"
"HP:0001874",2014,619346,68569,5,"Abnormality of neutrophils"
"HP:0012312",2014,79122,18059,5,"Monocytopenia"
"HP:0012417",2014,317493,42312,5,"Hypocapnia"
"HP:0002151",2014,94979,11008,5,"Increased serum lactate"
"HP:0031185",2014,13521,7278,5,"Increased NT-proBNP level"
"HP:0004313",2014,37289,2844,5,"Decreased circulating antibody level"
"HP:0025465",2014,3988,1288,5,"Abnormal circulating beta globulin level"
"HP:0002925",2014,7727,5412,5,"Increased thyroid-stimulating hormone level"
"HP:0031415",2014,73,38,5,"High serum calcitriol"
"HP:0410242",2014,17384,2912,5,"Abnormal circulating IgG level"
"HP:0001888",2014,577551,60724,5,"Lymphopenia"
"HP:0012418",2014,90853,13722,5,"Hypoxemia"
"HP:0031507",2014,4208,2097,5,"Decreased circulating thyroxine level"
"HP:0003146",2014,20,12,5,"Hypocholesterolemia"
"HP:0410243",2014,18040,2602,5,"Abnormal circulating IgM level"
"HP:0410240",2014,15760,2477,5,"Abnormal circulating IgA level"
"HP:0011898",2014,25851,4165,5,"Abnormality of circulating fibrinogen"
"HP:0000859",2014,4,3,5,"Hyperaldosteronism"
"HP:0012117",2014,8144,2777,5,"Hyperalbuminemia"
"HP:0008163",2014,301,188,5,"Decreased circulating cortisol level"
"HP:0012311",2014,236660,39629,5,"Monocytosis"
"HP:0100827",2014,47707,14744,5,"Lymphocytosis"
"HP:0030341",2014,108,61,5,"Decreased circulating follicle stimulating hormone level"
"HP:0003081",2014,12,4,5,"Increased urinary potassium"
"HP:0006254",2014,7155,1849,5,"Elevated alpha-fetoprotein"
"HP:0012594",2014,9034,3639,5,"Microalbuminuria"
"HP:0010679",2014,159,79,5,"Elevated tissue non-specific alkaline phosphatase"
"HP:0031032",2014,6,2,5,"Decreased retinol-binding protein level"
"HP:0032336",2014,13075,1984,5,"Increased circulating specific IgE antibody"
"HP:0410288",2014,4872,1174,5,"Hyperamylasemia"
"HP:0030208",2014,38,12,5,"Acetylcholine receptor antibody positivity"
"HP:0002923",2014,1650,848,5,"Rheumatoid factor positive"
"HP:0410289",2014,1825,320,5,"Hypoamylasemia"
"HP:0032199",2014,273761,25617,5,"Abnormal prothrombin time"
"HP:0012604",2014,151,133,5,"Hyponatriuria"
"HP:0010514",2014,132,69,5,"Hyperpituitarism"
"HP:0031506",2014,12104,5118,5,"Increased circulating thyroxine level"
"HP:0030796",2014,297,136,5,"Increased C-peptide level"
"HP:0003138",2014,234161,26389,5,"Increased blood urea nitrogen"
"HP:0001879",2014,125212,36704,5,"Abnormal eosinophil morphology"
"HP:0001976",2014,80,73,5,"Reduced antithrombin III activity"
"HP:0012419",2014,207650,15549,5,"Hyperoxemia"
"HP:0030795",2014,803,549,5,"Reduced C-peptide level"
"HP:0010681",2014,2,2,5,"Elevated intestinal alkaline phosphatase"
"HP:0040081",2014,26474,7833,5,"Abnormal circulating creatine kinase concentration"
"HP:0045057",2014,967,356,5,"Decreased levels of alpha-fetoprotein"
"HP:0031806",2014,70427,18185,5,"Abnormal basophil count"
"HP:0012335",2014,558,439,5,"Abnormality of folate metabolism"
"HP:0002155",2014,1400,1070,5,"Hypertriglyceridemia"
"HP:0010930",2014,363150,57108,5,"Abnormal blood monovalent inorganic cation concentration"
"HP:0012212",2014,1622,453,5,"Abnormal glomerular filtration rate"
"HP:0025454",2014,677,242,5,"Abnormal CSF metabolite level"
"HP:0001943",2014,68621,21204,5,"Hypoglycemia"
"HP:0010966",2014,166,52,5,"Abnormal circulating fatty-acid anion concentration"
"HP:0004339",2014,220,197,5,"Abnormal circulating sulfur amino acid concentration"
"HP:0003259",2014,265949,31134,5,"Elevated serum creatinine"
"HP:0010839",2014,2,2,5,"Increased urinary copper concentration"
"HP:0008232",2014,132,69,5,"Elevated circulating follicle stimulating hormone level"
"HP:0003281",2014,11021,4523,5,"Increased serum ferritin"
"HP:0410244",2014,27,11,5,"Abnormal circulating IgD level"
"HP:0011839",2014,27209,6118,5,"Abnormal T cell count"
"HP:0032067",2014,117999,22524,5,"Elevated serum bicarbonate concentration"
"HP:0012343",2014,12235,6035,5,"Decreased serum ferritin"
"HP:0003124",2014,2139,1781,5,"Hypercholesterolemia"
"HP:0011227",2014,23936,9438,5,"Elevated C-reactive protein level"
"HP:0003127",2014,66,42,5,"Hypocalciuria"
"HP:0001987",2014,3301,607,5,"Hyperammonemia"
"HP:0100510",2014,2,2,5,"Low levels of vitamin C"
"HP:0031907",2014,411,192,5,"Anti-mitochondrial M2 antibody positivity"
"HP:0012416",2014,182135,30712,5,"Hypercapnia"
"HP:0003118",2014,172,104,5,"Increased circulating cortisol level"
"HP:0010927",2014,352548,36123,5,"Abnormal blood inorganic cation concentration"
"HP:0012364",2014,20,12,5,"Decreased urinary potassium"
"HP:0011423",2014,82943,15477,5,"Hyperchloremia"
"HP:0011979",2014,3,3,5,"Elevated urinary dopamine"
"HP:0020064",2014,125212,36704,5,"Abnormal eosinophil count"
"HP:0012053",2014,80400,38232,5,"Low serum calcifediol"
"HP:0004341",2014,2947,1551,5,"Abnormality of vitamin B12 metabolism"
"HP:0002149",2014,6459,2085,5,"Hyperuricemia"
"HP:0025456",2014,1442,553,5,"Abnormal CSF protein level"
"HP:0031963",2014,10345,5243,5,"Decreased serum anion gap"
"HP:0031798",2014,99,52,5,"Elevated apolipoprotein B level"
"HP:0001913",2014,3413,2923,5,"Granulocytopenia"
"HP:0002150",2014,48,35,5,"Hypercalciuria"
"HP:0032310",2014,1033,757,5,"Granulocytosis"
"HP:0010687",2014,13,12,5,"Low intestinal alkaline phosphatase"
"HP:0003073",2014,363430,22898,5,"Hypoalbuminemia"
"HP:0011991",2014,619346,68569,5,"Abnormal neutrophil count"
"HP:0011030",2014,65106,16304,5,"Abnormal blood transition element cation concentration"
"HP:0003074",2014,871428,61786,5,"Hyperglycemia"
"HP:0012101",2014,104979,14026,5,"Decreased serum creatinine"
"HP:0031962",2014,7116,4870,5,"Elevated serum anion gap"
"HP:0001912",2014,70427,18185,5,"Abnormal basophil morphology"
"HP:0002905",2014,49908,8179,5,"Hyperphosphatemia"
"HP:0031098",2014,8107,5854,5,"Decreased thyroid-stimulating hormone level"
"HP:0002912",2014,353,210,5,"Methylmalonic acidemia"
"HP:0032066",2014,45762,5537,5,"Decreased serum bicarbonate concentration"
"HP:0008207",2014,301,188,5,"Primary adrenal insufficiency"
"HP:0031969",2014,123770,25193,5,"Reduced blood urea nitrogen"
"HP:0012605",2014,275,237,5,"Hypernatriuria"
"HP:0010979",2014,18085,10651,5,"Abnormality of lipoprotein cholesterol concentration"
"HP:0025380",2014,50,25,5,"Increased serum androstenedione"
"HP:0002910",2014,227579,28294,5,"Elevated hepatic transaminase"
"HP:0031899",2014,60,27,5,"Abnormal coagulation factor V activity"
"HP:0031199",2014,741,672,5,"Acellular urinary casts"
"HP:0002907",2014,22650,16981,5,"Microscopic hematuria"
"HP:0012153",2014,604,562,5,"Hypotriglyceridemia"
"HP:0001880",2014,96817,21335,5,"Eosinophilia"
"HP:0003113",2014,89167,17620,5,"Hypochloremia"
"HP:0032069",2014,1741,1495,5,"Anti-thyroglobulin antibody positivity"
"HP:0004431",2014,1657,504,5,"Complement deficiency"
"HP:0002148",2014,30614,5871,5,"Hypophosphatemia"
"HP:0003537",2014,16915,1522,5,"Hypouricemia"
"HP:0030976",2014,2550,1061,5,"Abnormal factor VIII activity"
"HP:0010702",2014,13983,2865,5,"Increased circulating antibody level"
"HP:0031904",2014,440,203,5,"Abnormal total hemolytic complement activity"
"HP:0025484",2014,15,11,5,"Increased circulating thyroglobulin level"
"HP:0003234",2014,166,52,5,"Decreased plasma carnitine"
"HP:0030984",2014,166,68,5,"Abnormal serum bile acid concentration"
"HP:0001992",2014,9,9,5,"Organic aciduria"
"HP:0040216",2014,13,4,5,"Hypoinsulinemia"
"HP:0032236",2014,40396,5506,6,"Increased circulating immature neutrophil count"
"HP:0003261",2014,4551,1239,6,"Increased circulating IgA level"
"HP:0031808",2014,2538,1545,6,"Decreased basophil count"
"HP:0003237",2014,7107,1507,6,"Increased circulating IgG level"
"HP:0030977",2014,1964,875,6,"Increased factor VIII activity"
"HP:0003496",2014,2246,751,6,"Increased circulating IgM level"
"HP:0012202",2014,166,68,6,"Increased serum bile acid concentration"
"HP:0410223",2014,397,389,6,"Increased anti-dust mite IgE antibody level"
"HP:0004921",2014,23579,7708,6,"Abnormal magnesium concentration"
"HP:0040126",2014,2594,1390,6,"Abnormal vitamin B12 level"
"HP:0011897",2014,469872,55463,6,"Neutrophilia"
"HP:0410232",2014,422,224,6,"Increased anti-fungi IgE antibody level"
"HP:0005403",2014,27209,6118,6,"Decrease in T cell count"
"HP:0410225",2014,8,5,6,"Increased anti-drug IgE antibody level"
"HP:0011031",2014,64877,16249,6,"Abnormality of iron homeostasis"
"HP:0003159",2014,9,9,6,"Hyperoxaluria"
"HP:0011899",2014,20979,3629,6,"Hyperfibrinogenemia"
"HP:0008151",2014,267989,23374,6,"Prolonged prothrombin time"
"HP:0005421",2014,1322,472,6,"Decreased serum complement C3"
"HP:0010836",2014,20,11,6,"Abnormal circulating copper concentration"
"HP:0010980",2014,7360,5410,6,"Hyperlipoproteinemia"
"HP:0002720",2014,11209,1261,6,"Decreased circulating IgA level"
"HP:0031905",2014,276,138,6,"Increased total hemolytic complement activity"
"HP:0031891",2014,28395,15970,6,"Decreased eosinophil count"
"HP:0030085",2014,30,12,6,"Abnormal CSF lactate level"
"HP:0025457",2014,222,93,6,"Decreased CSF protein"
"HP:0040087",2014,558,439,6,"Abnormal blood folate concentration"
"HP:0010931",2014,137593,30791,6,"Abnormal blood sodium concentration"
"HP:0410226",2014,1,1,6,"Increased anti-feather IgE antibody level"
"HP:0031906",2014,164,65,6,"Decreased total hemolytic complement activity"
"HP:0031889",2014,1270,985,6,"Abnormal VLDL cholesterol concentration"
"HP:0001875",2014,109078,16506,6,"Neutropenia"
"HP:0410246",2014,27,11,6,"Increased circulating IgD level"
"HP:0410227",2014,9019,1437,6,"Increased anti-food allergen IgE antibody level"
"HP:0032232",2014,9009,1512,6,"Increased circulating creatine kinase MB isoform"
"HP:0031200",2014,741,672,6,"Hyaline casts"
"HP:0045042",2014,335,121,6,"Decreased serum complement C4"
"HP:0011900",2014,4872,733,6,"Hypofibrinogenemia"
"HP:0031964",2014,104423,19061,6,"Elevated serum alanine aminotransferase"
"HP:0010967",2014,166,52,6,"Abnormal circulating carnitine concentration"
"HP:0003125",2014,586,197,6,"Reduced factor VIII activity"
"HP:0004363",2014,328969,34483,6,"Abnormal circulating calcium concentration"
"HP:0410238",2014,2025,927,6,"Increased anti-plant product IgE antibody level"
"HP:0031886",2014,5456,4725,6,"Abnormal LDL cholesterol concentration"
"HP:0010919",2014,220,197,6,"Abnormal circulating homocysteine concentration"
"HP:0003225",2014,54,24,6,"Reduced coagulation factor V activity"
"HP:0011042",2014,225557,41732,6,"Abnormal blood potassium concentration"
"HP:0410235",2014,299,296,6,"Increased anti-insect IgE antibody level"
"HP:0031807",2014,67889,16734,6,"Increased basophil count"
"HP:0011996",2014,6,3,6,"Elevated coagulation factor V activity"
"HP:0012213",2014,1615,446,6,"Decreased glomerular filtration rate"
"HP:0032198",2014,5772,2567,6,"Decreased prothrombin time"
"HP:0031888",2014,11359,5648,6,"Abnormal HDL cholesterol concentration"
"HP:0003236",2014,17465,6906,6,"Elevated serum creatine kinase"
"HP:0010639",2014,159,79,6,"Elevated alkaline phosphatase of bone origin"
"HP:0002850",2014,15794,1854,6,"Decreased circulating total IgM"
"HP:0004315",2014,10277,1450,6,"Decreased circulating IgG level"
"HP:0025345",2014,3242,927,6,"Abnormality of circulating beta-2-microglobulin level"
"HP:0031956",2014,123156,22740,6,"Elevated serum aspartate aminotransferase"
"HP:0032385",2014,746,371,6,"Abnormal circulating transferrin level"
"HP:0025540",2014,27209,6118,6,"Abnormal T cell subset distribution"
"HP:0008277",2014,209,118,6,"Abnormal blood zinc concentration"
"HP:0410221",2014,904,560,6,"Increased anti-animal protein IgE antibody level"
"HP:0011936",2014,166,52,6,"Decreased plasma total carnitine"
"HP:0031884",2014,647,238,6,"Abnormal CSF glucose level"
"HP:0002922",2014,1220,480,6,"Increased CSF protein"
"HP:0010981",2014,10725,5425,6,"Hypolipoproteinemia"
"HP:0012214",2014,7,7,6,"Increased glomerular filtration rate"
"HP:0032237",2014,19033,4282,7,"Increased circulating myelocyte count"
"HP:0003228",2014,31809,9338,7,"Hypernatremia"
"HP:0410230",2014,5799,1196,7,"Increased anti-nut food product IgE antibody level"
"HP:0003072",2014,29896,7495,7,"Hypercalcemia"
"HP:0003141",2014,4306,3724,7,"Increased LDL cholesterol concentration"
"HP:0002900",2014,121724,21049,7,"Hypokalemia"
"HP:0002901",2014,299073,29059,7,"Hypocalcemia"
"HP:0410233",2014,73,47,7,"Increased anti-meat allergen IgE antibody level"
"HP:0032386",2014,81,48,7,"Elevated transferrin level"
"HP:0032387",2014,665,323,7,"Reduced transferrin level"
"HP:0002917",2014,12952,4262,7,"Hypomagnesemia"
"HP:0410229",2014,10,9,7,"Increased anti-gluten IgE antibody level"
"HP:0500267",2014,26790,6056,7,"Abnormal proportion of CD4-positive helper T cells"
"HP:0032164",2014,281,256,7,"Increased blood folate concentration"
"HP:0025196",2014,2641,1395,7,"Increased total iron binding capacity"
"HP:0030086",2014,2,1,7,"Reduced CSF lactate"
"HP:0025346",2014,3234,924,7,"Increased circulating beta-2-microglobulin level"
"HP:0410228",2014,1527,673,7,"Increased anti-plant based food allergen IgE antibody level"
"HP:0011967",2014,5,3,7,"Decreased circulating copper concentration"
"HP:0011972",2014,141,57,7,"Hypoglycorrhachia"
"HP:0410248",2014,397,389,7,"Increased anti-house dust mite IgE antibody level"
"HP:0002918",2014,10627,4044,7,"Hypermagnesemia"
"HP:0025347",2014,8,3,7,"Decreased circulating beta-2-microglobulin level"
"HP:0410247",2014,880,547,7,"Increased anti-animal dander IgE antibody level"
"HP:0100502",2014,2594,1390,7,"Vitamin B12 deficiency"
"HP:0031243",2014,1,1,7,"Decreased VLDL cholesterol concentration"
"HP:0032135",2014,257,96,7,"Decreased circulating IgG subclass level"
"HP:0410231",2014,480,464,7,"Increased anti-egg IgE antibody level"
"HP:0002153",2014,103833,25244,7,"Hyperkalemia"
"HP:0003563",2014,1150,1009,7,"Decreased LDL cholesterol concentration"
"HP:0100507",2014,277,183,7,"Reduced blood folate concentration"
"HP:0005407",2014,26790,6056,7,"Decreased proportion of CD4-positive helper T cells"
"HP:0410222",2014,735,314,7,"Increased anti-seafood IgE antibody level"
"HP:0410220",2014,395,318,7,"Increased anti-dairy protein IgE antibody level"
"HP:0031885",2014,506,189,7,"Hyperglycorrhachia"
"HP:0031393",2014,419,166,7,"Abnormal proportion of CD8-positive T cells"
"HP:0032238",2014,21363,4617,7,"Increased circulating metamyelocyte count"
"HP:0002490",2014,28,11,7,"Increased CSF lactate"
"HP:0003233",2014,9574,4480,7,"Decreased HDL cholesterol concentration"
"HP:0002902",2014,105784,23597,7,"Hyponatremia"
"HP:0003362",2014,1269,984,7,"Increased VLDL cholesterol concentration"
