"termid","lab_year","n_record","n_patient","label","distancetoroot"
"HP:0011969",2017,3530,2826,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2018,3066,2450,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2019,2907,2357,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2020,2056,1697,"Elevated circulating luteinizing hormone level",5
"HP:0011972",2000,66,52,"Hypoglycorrhachia",7
"HP:0011972",2001,747,505,"Hypoglycorrhachia",7
"HP:0011972",2002,920,603,"Hypoglycorrhachia",7
"HP:0011972",2003,4049,947,"Hypoglycorrhachia",7
"HP:0011972",2004,3601,881,"Hypoglycorrhachia",7
"HP:0011972",2005,3963,999,"Hypoglycorrhachia",7
"HP:0011972",2006,3199,922,"Hypoglycorrhachia",7
"HP:0011972",2007,3702,1056,"Hypoglycorrhachia",7
"HP:0011972",2008,2985,1047,"Hypoglycorrhachia",7
"HP:0011972",2009,2824,1007,"Hypoglycorrhachia",7
"HP:0011972",2010,2515,919,"Hypoglycorrhachia",7
"HP:0011972",2011,2702,951,"Hypoglycorrhachia",7
"HP:0011972",2012,2581,921,"Hypoglycorrhachia",7
"HP:0011972",2013,1995,779,"Hypoglycorrhachia",7
"HP:0011972",2014,2275,819,"Hypoglycorrhachia",7
"HP:0011972",2015,2302,811,"Hypoglycorrhachia",7
"HP:0011972",2016,2126,821,"Hypoglycorrhachia",7
"HP:0011972",2017,2378,847,"Hypoglycorrhachia",7
"HP:0011972",2018,2247,841,"Hypoglycorrhachia",7
"HP:0011972",2019,2630,894,"Hypoglycorrhachia",7
"HP:0011972",2020,1011,374,"Hypoglycorrhachia",7
"HP:0011976",2012,109,61,"Elevated urinary catecholamines",4
"HP:0011976",2013,63,59,"Elevated urinary catecholamines",4
"HP:0011976",2014,100,96,"Elevated urinary catecholamines",4
"HP:0011976",2015,102,97,"Elevated urinary catecholamines",4
"HP:0011976",2016,111,109,"Elevated urinary catecholamines",4
"HP:0011976",2017,79,75,"Elevated urinary catecholamines",4
"HP:0011976",2018,102,99,"Elevated urinary catecholamines",4
"HP:0011976",2019,65,61,"Elevated urinary catecholamines",4
"HP:0011976",2020,26,26,"Elevated urinary catecholamines",4
"HP:0011979",2012,109,61,"Elevated urinary dopamine",5
"HP:0011979",2013,63,59,"Elevated urinary dopamine",5
"HP:0011979",2014,100,96,"Elevated urinary dopamine",5
"HP:0011979",2015,102,97,"Elevated urinary dopamine",5
"HP:0011979",2016,111,109,"Elevated urinary dopamine",5
"HP:0011979",2017,79,75,"Elevated urinary dopamine",5
"HP:0011979",2018,102,99,"Elevated urinary dopamine",5
"HP:0011979",2019,65,61,"Elevated urinary dopamine",5
"HP:0011979",2020,26,26,"Elevated urinary dopamine",5
"HP:0011991",2000,16152,4817,"Abnormal neutrophil count",5
"HP:0011991",2001,202985,38259,"Abnormal neutrophil count",5
"HP:0011991",2002,260872,47397,"Abnormal neutrophil count",5
"HP:0011991",2003,816067,60002,"Abnormal neutrophil count",5
"HP:0011991",2004,805534,54153,"Abnormal neutrophil count",5
"HP:0011991",2005,934132,60958,"Abnormal neutrophil count",5
"HP:0011991",2006,970709,68766,"Abnormal neutrophil count",5
"HP:0011991",2007,1137900,78376,"Abnormal neutrophil count",5
"HP:0011991",2008,1043605,82834,"Abnormal neutrophil count",5
"HP:0011991",2009,1094650,87754,"Abnormal neutrophil count",5
"HP:0011991",2010,1231462,100161,"Abnormal neutrophil count",5
"HP:0011991",2011,1352842,111082,"Abnormal neutrophil count",5
"HP:0011991",2012,1495031,130964,"Abnormal neutrophil count",5
"HP:0011991",2013,1659805,142108,"Abnormal neutrophil count",5
"HP:0011991",2014,2065599,204249,"Abnormal neutrophil count",5
"HP:0011991",2015,2679924,284028,"Abnormal neutrophil count",5
"HP:0011991",2016,2844680,318139,"Abnormal neutrophil count",5
"HP:0011991",2017,2649651,315192,"Abnormal neutrophil count",5
"HP:0011991",2018,2577043,330398,"Abnormal neutrophil count",5
"HP:0011991",2019,2630512,327344,"Abnormal neutrophil count",5
"HP:0011991",2020,1218679,155267,"Abnormal neutrophil count",5
"HP:0011991",NA,38,19,"Abnormal neutrophil count",5
"HP:0011996",2000,3,3,"Elevated coagulation factor V activity",6
"HP:0011996",2001,56,53,"Elevated coagulation factor V activity",6
"HP:0011996",2002,57,56,"Elevated coagulation factor V activity",6
"HP:0011996",2003,194,88,"Elevated coagulation factor V activity",6
"HP:0011996",2004,277,130,"Elevated coagulation factor V activity",6
"HP:0011996",2005,341,150,"Elevated coagulation factor V activity",6
"HP:0011996",2006,294,146,"Elevated coagulation factor V activity",6
"HP:0011996",2007,336,144,"Elevated coagulation factor V activity",6
"HP:0011996",2008,262,108,"Elevated coagulation factor V activity",6
"HP:0011996",2009,170,80,"Elevated coagulation factor V activity",6
"HP:0011996",2010,172,85,"Elevated coagulation factor V activity",6
"HP:0011996",2011,195,93,"Elevated coagulation factor V activity",6
"HP:0011996",2012,356,128,"Elevated coagulation factor V activity",6
"HP:0011996",2013,200,94,"Elevated coagulation factor V activity",6
"HP:0011996",2014,251,134,"Elevated coagulation factor V activity",6
"HP:0011996",2015,320,178,"Elevated coagulation factor V activity",6
"HP:0011996",2016,298,168,"Elevated coagulation factor V activity",6
"HP:0011996",2017,196,126,"Elevated coagulation factor V activity",6
"HP:0011996",2018,211,135,"Elevated coagulation factor V activity",6
"HP:0011996",2019,267,141,"Elevated coagulation factor V activity",6
"HP:0011996",2020,100,69,"Elevated coagulation factor V activity",6
"HP:0012025",2017,695,255,"Abnormal circulating ornithine concentration",5
"HP:0012025",2018,892,310,"Abnormal circulating ornithine concentration",5
"HP:0012025",2019,672,279,"Abnormal circulating ornithine concentration",5
"HP:0012025",2020,228,150,"Abnormal circulating ornithine concentration",5
"HP:0012026",2017,695,255,"Hyperornithinemia",6
"HP:0012026",2018,892,310,"Hyperornithinemia",6
"HP:0012026",2019,672,279,"Hyperornithinemia",6
"HP:0012026",2020,228,150,"Hyperornithinemia",6
"HP:0012052",2017,7,5,"Low serum calcitriol",5
"HP:0012052",2018,5,4,"Low serum calcitriol",5
"HP:0012052",2019,15,15,"Low serum calcitriol",5
"HP:0012052",2020,7,7,"Low serum calcitriol",5
"HP:0012053",2003,1935,621,"Low serum calcifediol",5
"HP:0012053",2004,1572,686,"Low serum calcifediol",5
"HP:0012053",2005,2433,858,"Low serum calcifediol",5
"HP:0012053",2006,3469,1119,"Low serum calcifediol",5
"HP:0012053",2007,7105,2860,"Low serum calcifediol",5
"HP:0012053",2008,15505,6261,"Low serum calcifediol",5
"HP:0012053",2009,17684,10545,"Low serum calcifediol",5
"HP:0012053",2010,22628,16492,"Low serum calcifediol",5
"HP:0012053",2011,38260,22985,"Low serum calcifediol",5
"HP:0012053",2012,76833,33897,"Low serum calcifediol",5
"HP:0012053",2013,105473,45168,"Low serum calcifediol",5
"HP:0012053",2014,124473,55558,"Low serum calcifediol",5
"HP:0012053",2015,148849,71561,"Low serum calcifediol",5
"HP:0012053",2016,180000,87626,"Low serum calcifediol",5
"HP:0012053",2017,115712,62039,"Low serum calcifediol",5
"HP:0012053",2018,90844,49679,"Low serum calcifediol",5
"HP:0012053",2019,107603,64328,"Low serum calcifediol",5
"HP:0012053",2020,39743,27905,"Low serum calcifediol",5
"HP:0012072",2003,29,11,"Aciduria",4
"HP:0012072",2004,23,10,"Aciduria",4
"HP:0012072",2005,16,11,"Aciduria",4
"HP:0012072",2006,32,11,"Aciduria",4
"HP:0012072",2007,39,20,"Aciduria",4
"HP:0012072",2008,29,15,"Aciduria",4
"HP:0012072",2009,46,36,"Aciduria",4
"HP:0012072",2010,42,30,"Aciduria",4
"HP:0012072",2011,43,24,"Aciduria",4
"HP:0012072",2012,76,53,"Aciduria",4
"HP:0012072",2013,37,29,"Aciduria",4
"HP:0012072",2014,28,24,"Aciduria",4
"HP:0012072",2015,66,44,"Aciduria",4
"HP:0012072",2016,48,43,"Aciduria",4
"HP:0012072",2017,744,296,"Aciduria",4
"HP:0012072",2018,927,343,"Aciduria",4
"HP:0012072",2019,716,324,"Aciduria",4
"HP:0012072",2020,244,166,"Aciduria",4
"HP:0012085",2000,2473,1894,"Pyuria",4
"HP:0012085",2001,9626,6976,"Pyuria",4
"HP:0012085",2002,3849,3115,"Pyuria",4
"HP:0012085",2003,22770,14354,"Pyuria",4
"HP:0012085",2004,20231,11866,"Pyuria",4
"HP:0012085",2005,22500,13207,"Pyuria",4
"HP:0012085",2006,35727,15854,"Pyuria",4
"HP:0012085",2007,46915,17848,"Pyuria",4
"HP:0012085",2008,37879,19034,"Pyuria",4
"HP:0012085",2009,38874,23821,"Pyuria",4
"HP:0012085",2010,52325,29054,"Pyuria",4
"HP:0012085",2011,79803,36351,"Pyuria",4
"HP:0012085",2012,133572,58822,"Pyuria",4
"HP:0012085",2013,159415,68422,"Pyuria",4
"HP:0012085",2014,155093,72917,"Pyuria",4
"HP:0012085",2015,204259,103277,"Pyuria",4
"HP:0012085",2016,264262,126682,"Pyuria",4
"HP:0012085",2017,221514,105387,"Pyuria",4
"HP:0012085",2018,185712,86032,"Pyuria",4
"HP:0012085",2019,217483,103658,"Pyuria",4
"HP:0012085",2020,86312,46051,"Pyuria",4
"HP:0012086",2003,42285,16588,"Abnormal urinary color",3
"HP:0012086",2004,38051,15948,"Abnormal urinary color",3
"HP:0012086",2005,50033,15466,"Abnormal urinary color",3
"HP:0012086",2006,49255,16020,"Abnormal urinary color",3
"HP:0012086",2007,50167,16976,"Abnormal urinary color",3
"HP:0012086",2008,42998,21515,"Abnormal urinary color",3
"HP:0012086",2009,42033,23238,"Abnormal urinary color",3
"HP:0012086",2010,46025,25944,"Abnormal urinary color",3
"HP:0012086",2011,51097,29297,"Abnormal urinary color",3
"HP:0012086",2012,59798,32897,"Abnormal urinary color",3
"HP:0012086",2013,69464,38655,"Abnormal urinary color",3
"HP:0012086",2014,77219,43347,"Abnormal urinary color",3
"HP:0012086",2015,93092,54926,"Abnormal urinary color",3
"HP:0012086",2016,110770,67876,"Abnormal urinary color",3
"HP:0012086",2017,82893,47314,"Abnormal urinary color",3
"HP:0012086",2018,67214,30882,"Abnormal urinary color",3
"HP:0012086",2019,77432,35888,"Abnormal urinary color",3
"HP:0012086",2020,27893,15033,"Abnormal urinary color",3
"HP:0012100",1936,1,1,"Abnormal circulating creatinine level",4
"HP:0012100",2000,5515,2127,"Abnormal circulating creatinine level",4
"HP:0012100",2001,120718,34481,"Abnormal circulating creatinine level",4
"HP:0012100",2002,176211,47628,"Abnormal circulating creatinine level",4
"HP:0012100",2003,637219,58090,"Abnormal circulating creatinine level",4
"HP:0012100",2004,583200,53028,"Abnormal circulating creatinine level",4
"HP:0012100",2005,740434,61261,"Abnormal circulating creatinine level",4
"HP:0012100",2006,785501,69602,"Abnormal circulating creatinine level",4
"HP:0012100",2007,906241,81734,"Abnormal circulating creatinine level",4
"HP:0012100",2008,718848,86296,"Abnormal circulating creatinine level",4
"HP:0012100",2009,767754,100308,"Abnormal circulating creatinine level",4
"HP:0012100",2010,852729,118472,"Abnormal circulating creatinine level",4
"HP:0012100",2011,945014,133398,"Abnormal circulating creatinine level",4
"HP:0012100",2012,1024814,151903,"Abnormal circulating creatinine level",4
"HP:0012100",2013,1124603,173836,"Abnormal circulating creatinine level",4
"HP:0012100",2014,1304672,227951,"Abnormal circulating creatinine level",4
"HP:0012100",2015,1681141,321331,"Abnormal circulating creatinine level",4
"HP:0012100",2016,1898866,362751,"Abnormal circulating creatinine level",4
"HP:0012100",2017,1824526,364825,"Abnormal circulating creatinine level",4
"HP:0012100",2018,1809935,383155,"Abnormal circulating creatinine level",4
"HP:0012100",2019,1858757,387324,"Abnormal circulating creatinine level",4
"HP:0012100",2020,957045,189088,"Abnormal circulating creatinine level",4
"HP:0012100",NA,15,15,"Abnormal circulating creatinine level",4
"HP:0012101",1936,1,1,"Decreased serum creatinine",5
"HP:0012101",2000,5399,2014,"Decreased serum creatinine",5
"HP:0012101",2001,119448,33905,"Decreased serum creatinine",5
"HP:0012101",2002,175893,47448,"Decreased serum creatinine",5
"HP:0012101",2003,633822,58050,"Decreased serum creatinine",5
"HP:0012101",2004,583200,53028,"Decreased serum creatinine",5
"HP:0012101",2005,740434,61261,"Decreased serum creatinine",5
"HP:0012101",2006,779722,69566,"Decreased serum creatinine",5
"HP:0012101",2007,893631,81651,"Decreased serum creatinine",5
"HP:0012101",2008,708103,86101,"Decreased serum creatinine",5
"HP:0012101",2009,755051,100048,"Decreased serum creatinine",5
"HP:0012101",2010,837963,118202,"Decreased serum creatinine",5
"HP:0012101",2011,926739,133067,"Decreased serum creatinine",5
"HP:0012101",2012,1005408,151486,"Decreased serum creatinine",5
"HP:0012101",2013,1100578,173233,"Decreased serum creatinine",5
"HP:0012101",2014,1276526,227367,"Decreased serum creatinine",5
"HP:0012101",2015,1648071,320807,"Decreased serum creatinine",5
"HP:0012101",2016,1856368,362137,"Decreased serum creatinine",5
"HP:0012101",2017,1793871,364339,"Decreased serum creatinine",5
"HP:0012101",2018,1783482,382747,"Decreased serum creatinine",5
"HP:0012101",2019,1825010,386825,"Decreased serum creatinine",5
"HP:0012101",2020,937114,188559,"Decreased serum creatinine",5
"HP:0012101",NA,15,15,"Decreased serum creatinine",5
"HP:0012103",2010,57,34,"Abnormality of the mitochondrion",3
"HP:0012103",2011,155,73,"Abnormality of the mitochondrion",3
"HP:0012103",2012,123,57,"Abnormality of the mitochondrion",3
"HP:0012103",2013,566,120,"Abnormality of the mitochondrion",3
"HP:0012103",2014,518,114,"Abnormality of the mitochondrion",3
"HP:0012103",2015,491,119,"Abnormality of the mitochondrion",3
"HP:0012103",2016,822,200,"Abnormality of the mitochondrion",3
"HP:0012103",2017,546,127,"Abnormality of the mitochondrion",3
"HP:0012103",2018,642,155,"Abnormality of the mitochondrion",3
"HP:0012103",2019,666,164,"Abnormality of the mitochondrion",3
"HP:0012103",2020,204,62,"Abnormality of the mitochondrion",3
"HP:0012111",2001,70,34,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2002,213,123,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2003,3845,1120,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2004,5016,1380,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2005,5448,1415,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2006,5077,1492,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2007,5507,1720,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2008,4632,1821,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2009,5312,2170,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2010,6119,2338,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2011,6753,2473,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2012,7012,2736,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2013,5471,2466,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2014,3799,2539,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2015,6338,4044,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2016,10885,4799,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2017,10716,4546,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2018,11470,4783,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2019,11265,4676,"Abnormality of circulating glucocorticoid level",3
"HP:0012111",2020,5705,2407,"Abnormality of circulating glucocorticoid level",3
"HP:0012116",1936,1,1,"Abnormal albumin level",4
"HP:0012116",2000,2161,1565,"Abnormal albumin level",4
"HP:0012116",2001,61537,25867,"Abnormal albumin level",4
"HP:0012116",2002,91896,36738,"Abnormal albumin level",4
"HP:0012116",2003,423284,45118,"Abnormal albumin level",4
"HP:0012116",2004,390030,39901,"Abnormal albumin level",4
"HP:0012116",2005,509596,46098,"Abnormal albumin level",4
"HP:0012116",2006,571854,54303,"Abnormal albumin level",4
"HP:0012116",2007,694107,65608,"Abnormal albumin level",4
"HP:0012116",2008,584544,70104,"Abnormal albumin level",4
"HP:0012116",2009,642219,81847,"Abnormal albumin level",4
"HP:0012116",2010,729585,97675,"Abnormal albumin level",4
"HP:0012116",2011,822906,110031,"Abnormal albumin level",4
"HP:0012116",2012,913895,126787,"Abnormal albumin level",4
"HP:0012116",2013,1055231,149239,"Abnormal albumin level",4
"HP:0012116",2014,1148879,157647,"Abnormal albumin level",4
"HP:0012116",2015,1257234,169268,"Abnormal albumin level",4
"HP:0012116",2016,1552125,191057,"Abnormal albumin level",4
"HP:0012116",2017,1592392,225078,"Abnormal albumin level",4
"HP:0012116",2018,1604371,251320,"Abnormal albumin level",4
"HP:0012116",2019,1737186,263569,"Abnormal albumin level",4
"HP:0012116",2020,903148,134102,"Abnormal albumin level",4
"HP:0012116",NA,11,10,"Abnormal albumin level",4
"HP:0012117",1936,1,1,"Hyperalbuminemia",5
"HP:0012117",2000,2161,1565,"Hyperalbuminemia",5
"HP:0012117",2001,61537,25867,"Hyperalbuminemia",5
"HP:0012117",2002,91896,36738,"Hyperalbuminemia",5
"HP:0012117",2003,423284,45118,"Hyperalbuminemia",5
"HP:0012117",2004,390030,39901,"Hyperalbuminemia",5
"HP:0012117",2005,509596,46098,"Hyperalbuminemia",5
"HP:0012117",2006,571854,54303,"Hyperalbuminemia",5
"HP:0012117",2007,694107,65608,"Hyperalbuminemia",5
"HP:0012117",2008,584544,70104,"Hyperalbuminemia",5
"HP:0012117",2009,642219,81847,"Hyperalbuminemia",5
"HP:0012117",2010,729585,97675,"Hyperalbuminemia",5
"HP:0012117",2011,822906,110031,"Hyperalbuminemia",5
"HP:0012117",2012,913895,126787,"Hyperalbuminemia",5
"HP:0012117",2013,1055231,149239,"Hyperalbuminemia",5
"HP:0012117",2014,1148879,157647,"Hyperalbuminemia",5
"HP:0012117",2015,1257234,169268,"Hyperalbuminemia",5
"HP:0012117",2016,1552125,191057,"Hyperalbuminemia",5
"HP:0012117",2017,1592392,225078,"Hyperalbuminemia",5
"HP:0012117",2018,1604371,251320,"Hyperalbuminemia",5
"HP:0012117",2019,1737186,263569,"Hyperalbuminemia",5
"HP:0012117",2020,903148,134102,"Hyperalbuminemia",5
"HP:0012117",NA,11,10,"Hyperalbuminemia",5
"HP:0012144",1936,1,1,"Abnormality monocyte morphology",4
"HP:0012144",2000,16453,4947,"Abnormality monocyte morphology",4
"HP:0012144",2001,207011,38785,"Abnormality monocyte morphology",4
"HP:0012144",2002,268118,48325,"Abnormality monocyte morphology",4
"HP:0012144",2003,739041,60982,"Abnormality monocyte morphology",4
"HP:0012144",2004,767237,54695,"Abnormality monocyte morphology",4
"HP:0012144",2005,806975,61954,"Abnormality monocyte morphology",4
"HP:0012144",2006,837254,69455,"Abnormality monocyte morphology",4
"HP:0012144",2007,1005416,79081,"Abnormality monocyte morphology",4
"HP:0012144",2008,1060741,83665,"Abnormality monocyte morphology",4
"HP:0012144",2009,1113292,93419,"Abnormality monocyte morphology",4
"HP:0012144",2010,1251790,109183,"Abnormality monocyte morphology",4
"HP:0012144",2011,1337022,120531,"Abnormality monocyte morphology",4
"HP:0012144",2012,1423341,134719,"Abnormality monocyte morphology",4
"HP:0012144",2013,1580139,151984,"Abnormality monocyte morphology",4
"HP:0012144",2014,1903409,213757,"Abnormality monocyte morphology",4
